Date,Time,Title,Location,Description,Formats,Topics,Audience,Skill Level,Speakers
"July 09, 2024",9:00 - 9:15AM,MAINSTAGE: D2L Champions Spotlight,Mainstage,"Join Fusion hosts Anita Joshi and Allison Sinclair as they honor more D2L Champions. Also, they'll announce the winners of the 2024 D2L Exclelence Awards as the perfect lead-in to the D2L Solutions Spotlight.",Mainstage,"Accessibility and Inclusive Learning, AI (Artificial Intelligence), Augmented or Virtual Reality, Blended Learning or Hy-Flex, Certification, Micro-Credentialing, Competency-based Learning, Change Management, D2L Brightspace Training, D2L Solutions How To's/Tips and Tricks, Data and Analytics, Diversity, Equity and Inclusion, Extensibility and Tech Ecosystem Integration, Faculty and Trainer Development, Health, Sustainability and Wellness, Instructional Technology and Design, Leadership and Organizational Strategy, Learner Engagement, LMS Site Admin and IT Effectiveness, Online Instruction and Instructor/Trainer Presence, Personalized Learning, Student/Learner Success, Third-Party Solutions, Women in Learning and Development","Association & Training Organizations, Corporate Learning, Higher Education, K-12","Advanced, Intermediate, Novice",<p><strong>Allison Sinclair</strong><br />D2L</p><p><strong>Anita Joshi</strong><br />D2L</p><p><strong>Barry Dahl</strong><br />D2L</p>
"July 09, 2024",9:00 - 9:15AM,LIVESTREAM: D2L Champions Spotlight,,"Join Fusion hosts Allison Sinclair, Anita Joshi and Barry Dahl for a Champions Spotlight.",Fusion On-Demand,On-Demand,,,
"July 09, 2024",9:15 - 10:15AM,LIVESTREAM: D2L Solutions Spotlight,,Join us for Solutions Spotlight.,Fusion On-Demand,On-Demand,,,
"July 09, 2024",9:15 - 10:15AM,MAINSTAGE: D2L Solutions Spotlight,Mainstage,Join us for Solutions Spotlight.,Mainstage,"Accessibility and Inclusive Learning, AI (Artificial Intelligence), Augmented or Virtual Reality, Blended Learning or Hy-Flex, Certification, Micro-Credentialing, Competency-based Learning, Change Management, D2L Brightspace Training, D2L Solutions How To's/Tips and Tricks, Data and Analytics, Diversity, Equity and Inclusion, Extensibility and Tech Ecosystem Integration, Faculty and Trainer Development, Health, Sustainability and Wellness, Instructional Technology and Design, Leadership and Organizational Strategy, Learner Engagement, LMS Site Admin and IT Effectiveness, Online Instruction and Instructor/Trainer Presence, Personalized Learning, Student/Learner Success, Third-Party Solutions, Women in Learning and Development","Association & Training Organizations, Corporate Learning, Higher Education, K-12","Advanced, Intermediate, Novice",
"July 09, 2024",10:30AM - 5:30PM,Accessibility Lab Station,Exhibit Lounge,"<span class=""NormalTextRun SCXW45452347 BCX0"" data-ccp-parastyle=""Normal (Web)"">Visit this interactive station to find out what </span><span class=""NormalTextRun ContextualSpellingAndGrammarErrorV2Themed SCXW45452347 BCX0"" data-ccp-parastyle=""Normal (Web)"">drives</span><span class=""NormalTextRun SCXW45452347 BCX0"" data-ccp-parastyle=""Normal (Web)""> accessibility and inclusive learning experiences for D2L and learn about the latest in accessibility on the Brightspace platform.</span>",,Accessibility and Inclusive Learning,"Association & Training Organizations, Corporate Learning, Higher Education, K-12","Advanced, Intermediate, Novice",
"July 09, 2024",10:30AM - 5:30PM,Champions Lounge,Exhibit Lounge,"<span class=""NormalTextRun SCXW268350514 BCX0"" data-ccp-parastyle=""Normal (Web)"">Stop by the Champions Lounge to connect and network with other Champions, sign up to be a Champion (if you </span><span class=""NormalTextRun SCXW268350514 BCX0"" data-ccp-parastyle=""Normal (Web)"">aren&rsquo;t</span><span class=""NormalTextRun SCXW268350514 BCX0"" data-ccp-parastyle=""Normal (Web)""> one already)</span><span class=""NormalTextRun SCXW268350514 BCX0"" data-ccp-parastyle=""Normal (Web)"">, play fun games and win prizes.</span>",Networking,"Accessibility and Inclusive Learning, AI (Artificial Intelligence), Augmented or Virtual Reality, Blended Learning or Hy-Flex, Certification, Micro-Credentialing, Competency-based Learning, Change Management, D2L Brightspace Training, D2L Solutions How To's/Tips and Tricks, Data and Analytics, Diversity, Equity and Inclusion, Extensibility and Tech Ecosystem Integration, Faculty and Trainer Development, Future of Work/Education, Upskilling/Reskilling, Health, Sustainability and Wellness, Instructional Technology and Design, Leadership and Organizational Strategy, Learner Engagement, LMS Site Admin and IT Effectiveness, Online Instruction and Instructor/Trainer Presence, Personalized Learning, Student/Learner Success, Third-Party Solutions, Women in Learning and Development","Association & Training Organizations, Corporate Learning, Higher Education, K-12","Advanced, Intermediate, Novice",
"July 09, 2024",10:30AM - 5:30PM,AI Lab Station,Exhibit Lounge,"<span class=""NormalTextRun SCXW194094781 BCX0"" data-ccp-parastyle=""Normal (Web)"">This is an interactive station where D2Lers will show concepts of AI-driven features for the purpose of capturing ideas, </span><span class=""NormalTextRun SCXW194094781 BCX0"" data-ccp-parastyle=""Normal (Web)"">input</span><span class=""NormalTextRun SCXW194094781 BCX0"" data-ccp-parastyle=""Normal (Web)""> and feedback to help inform our product roadmap.</span>",,AI (Artificial Intelligence),"Association & Training Organizations, Corporate Learning, Higher Education, K-12","Advanced, Intermediate, Novice",
"July 09, 2024",10:30AM - 5:30PM,Community and Knowledge Lab,203 CD,"<p><span data-contrast=""auto"">The D2L Brightspace Community is the place to connect with experts, join communities of practice, find documentation, share best practices in forums</span><span data-contrast=""auto""> and access learning opportunities through the Brightspace Learning Center. Together we&rsquo;re building a community that supports educators, administrators, developers and learners.&#8239;At this year&rsquo;s Fusion, we invite you to take part in one of our user experience testing sessions. Through them, we hope to learn more about how we can make the Community a space that connects you to the right information for your unique needs.&#8239;</span><span data-ccp-props=""{&quot;134233117&quot;:true,&quot;134233118&quot;:true,&quot;201341983&quot;:0,&quot;335559738&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}"">&nbsp;</span></p><p><span data-ccp-props=""{&quot;134233117&quot;:true,&quot;134233118&quot;:true,&quot;201341983&quot;:0,&quot;335559738&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}"">&nbsp;</span></p>",,,"Association & Training Organizations, Corporate Learning, Higher Education, K-12","Advanced, Intermediate, Novice",
"July 09, 2024",10:30AM - 5:30PM,D2L Demo Station,Exhibit Lounge,"<span class=""NormalTextRun SCXW21477176 BCX0"" data-ccp-parastyle=""Normal (Web)"">Step inside our demonstration area and immerse yourself in an interactive journey where the true potential of our solutions comes to life. And </span><span class=""NormalTextRun SCXW21477176 BCX0"" data-ccp-parastyle=""Normal (Web)"">here&rsquo;s</span><span class=""NormalTextRun SCXW21477176 BCX0"" data-ccp-parastyle=""Normal (Web)""> the best part: no appointment necessary. </span><span class=""NormalTextRun SCXW21477176 BCX0"" data-ccp-parastyle=""Normal (Web)"">Experience the transformative power of a personalized demo tailored specifically to your unique needs. Dive deeper into the awe-inspiring tools that take center stage, guided by our team of experts in Brightspace</span> <span class=""NormalTextRun SCXW21477176 BCX0"" data-ccp-parastyle=""Normal (Web)"">and Course Merchant. Prepare to be engaged and enlightened as you discover these remarkable tools that will empower you to </span><span class=""NormalTextRun SCXW21477176 BCX0"" data-ccp-parastyle=""Normal (Web)"">transform learning</span><span class=""NormalTextRun SCXW21477176 BCX0"" data-ccp-parastyle=""Normal (Web)"">. Gain invaluable insights and explore advanced features that will elevate your learning to new heights.</span>",,"Accessibility and Inclusive Learning, AI (Artificial Intelligence), Augmented or Virtual Reality, Blended Learning or Hy-Flex, Certification, Micro-Credentialing, Competency-based Learning, Change Management, D2L Brightspace Training, D2L Solutions How To's/Tips and Tricks, Data and Analytics, Diversity, Equity and Inclusion, Extensibility and Tech Ecosystem Integration, Faculty and Trainer Development, Future of Work/Education, Upskilling/Reskilling, Health, Sustainability and Wellness, Instructional Technology and Design, Leadership and Organizational Strategy, Learner Engagement, LMS Site Admin and IT Effectiveness, Online Instruction and Instructor/Trainer Presence, Personalized Learning, Student/Learner Success, Third-Party Solutions, Women in Learning and Development","Association & Training Organizations, Corporate Learning, Higher Education, K-12","Advanced, Intermediate, Novice",
"July 09, 2024",10:30AM - 5:30PM,Exhibit Lounge,Exhibit Lounge,"<span class=""NormalTextRun SCXW187327655 BCX0"">Visit the Exhibit Lounge where you can connect with subject matter experts, </span><span class=""NormalTextRun SCXW187327655 BCX0"">partners</span><span class=""NormalTextRun SCXW187327655 BCX0""> and our Champions team to learn about the latest and greatest ways to work together. The Exhibit Lounge will be the hub for Fusion networking and learning the latest and greatest ways to work together.</span>",Networking,"Accessibility and Inclusive Learning, AI (Artificial Intelligence), Augmented or Virtual Reality, Blended Learning or Hy-Flex, Certification, Micro-Credentialing, Competency-based Learning, Change Management, D2L Brightspace Training, D2L Solutions How To's/Tips and Tricks, Data and Analytics, Diversity, Equity and Inclusion, Extensibility and Tech Ecosystem Integration, Faculty and Trainer Development, Future of Work/Education, Upskilling/Reskilling, Health, Sustainability and Wellness, Instructional Technology and Design, Leadership and Organizational Strategy, Learner Engagement, LMS Site Admin and IT Effectiveness, Online Instruction and Instructor/Trainer Presence, Personalized Learning, Student/Learner Success, Third-Party Solutions, Women in Learning and Development","Association & Training Organizations, Corporate Learning, Higher Education, K-12","Advanced, Intermediate, Novice",
